,TIME_CONTRAL_A,TIME_CONTRAL_B,STEPS,TERMINATION,GAME_LENGTH,GAME_TYPE
13862,180.0,0.0,46,1,179.0,2
13863,180.0,2.0,33,1,89.0,2
13864,60.0,2.0,21,0,55.0,3
13865,600.0,0.0,27,1,355.0,1
13866,1800.0,0.0,9,1,368.0,1
13867,600.0,0.0,72,1,571.0,1
13868,300.0,5.0,34,0,291.0,1
13869,600.0,0.0,28,1,414.0,1
13870,30.0,0.0,21,0,19.0,3
13871,300.0,6.0,40,1,241.0,1
13872,420.0,5.0,28,1,212.0,1
13873,600.0,0.0,26,1,215.0,1
13874,60.0,0.0,19,0,30.0,3
13875,300.0,0.0,20,1,273.0,2
13876,60.0,0.0,35,0,58.0,3
13877,300.0,3.0,16,1,53.0,2
13878,600.0,0.0,33,1,202.0,1
13879,60.0,0.0,36,0,58.0,3
13880,120.0,1.0,25,1,34.0,3
13881,300.0,0.0,30,0,266.0,2
13882,600.0,0.0,25,1,255.0,1
13883,600.0,0.0,23,0,493.0,1
13884,540.0,5.0,26,1,183.0,1
13885,180.0,0.0,39,0,180.0,2
13886,600.0,0.0,24,1,320.0,1
13887,120.0,3.0,55,1,113.0,2
13888,600.0,1.0,34,1,325.0,1
13889,1200.0,0.0,18,1,226.0,1
13890,600.0,0.0,51,1,518.0,1
13891,300.0,0.0,12,1,68.0,2
13892,300.0,0.0,20,1,155.0,2
13893,600.0,0.0,27,1,322.0,1
13894,30.0,0.0,21,0,29.0,3
13895,0.0,2.0,24,1,8.0,3
13896,600.0,3.0,20,1,226.0,1
13897,1200.0,0.0,33,1,296.0,1
13898,600.0,0.0,19,1,351.0,1
13899,600.0,0.0,38,0,541.0,1
13900,1200.0,20.0,26,1,116.0,1
13901,180.0,0.0,31,1,104.0,2
13902,600.0,0.0,19,1,96.0,1
13903,600.0,0.0,53,1,544.0,1
13904,60.0,0.0,30,0,59.0,3
13905,900.0,15.0,18,1,194.0,1
13906,300.0,5.0,50,1,254.0,1
13907,180.0,0.0,22,1,36.0,2
13908,300.0,0.0,11,0,118.0,2
13909,900.0,10.0,54,1,276.0,1
13910,600.0,0.0,29,1,231.0,1
13911,60.0,2.0,26,1,25.0,3
13912,360.0,2.0,13,1,34.0,2
13913,1200.0,5.0,42,1,1121.0,1
13914,180.0,0.0,17,1,85.0,2
13915,900.0,10.0,68,0,285.0,1
13916,300.0,0.0,40,1,290.0,2
13917,600.0,0.0,50,1,566.0,1
13918,300.0,0.0,31,0,300.0,2
13919,30.0,0.0,40,0,22.0,3
13920,1800.0,0.0,25,1,253.0,1
13921,300.0,1.0,45,1,276.0,2
13922,0.0,1.0,23,0,1.0,3
13923,300.0,3.0,31,1,155.0,2
13924,300.0,0.0,35,1,134.0,2
13925,600.0,0.0,39,1,297.0,1
13926,1200.0,0.0,24,1,269.0,1
13927,60.0,0.0,20,0,58.0,3
13928,480.0,2.0,39,1,315.0,1
13929,180.0,2.0,29,1,176.0,2
13930,300.0,8.0,40,1,175.0,1
13931,300.0,3.0,7,1,40.0,2
13932,600.0,0.0,23,1,276.0,1
13933,900.0,15.0,22,1,11.0,1
13934,60.0,0.0,25,0,45.0,3
13935,600.0,0.0,18,1,88.0,1
13936,180.0,0.0,24,1,87.0,2
13937,600.0,0.0,20,1,169.0,1
13938,180.0,0.0,26,1,61.0,2
13939,600.0,0.0,33,1,273.0,1
13940,300.0,0.0,28,1,188.0,2
13941,120.0,1.0,42,1,112.0,3
13942,600.0,0.0,26,1,196.0,1
13943,60.0,0.0,21,0,59.0,3
13944,180.0,2.0,20,1,78.0,2
13945,600.0,0.0,43,1,393.0,1
13946,30.0,0.0,36,0,30.0,3
13947,60.0,0.0,30,1,38.0,3
13948,60.0,0.0,27,0,60.0,3
13949,180.0,0.0,20,1,177.0,2
13950,300.0,3.0,38,1,268.0,2
13951,300.0,0.0,39,1,255.0,2
13952,300.0,0.0,22,1,153.0,2
13953,600.0,0.0,32,0,310.0,1
13954,720.0,10.0,57,1,649.0,1
13955,600.0,0.0,28,1,292.0,1
13956,900.0,15.0,26,1,196.0,1
13957,900.0,15.0,30,1,366.0,1
13958,180.0,0.0,23,1,119.0,2
13959,30.0,0.0,22,1,20.0,3
13960,420.0,3.0,37,1,404.0,1
13961,180.0,0.0,15,1,89.0,2
13962,600.0,0.0,27,1,294.0,1
13963,60.0,0.0,29,1,51.0,3
13964,60.0,2.0,22,0,58.0,3
13965,600.0,0.0,31,1,314.0,1
13966,600.0,0.0,40,1,157.0,1
13967,300.0,3.0,40,1,274.0,2
13968,60.0,0.0,39,0,58.0,3
13969,360.0,0.0,26,1,124.0,2
13970,30.0,0.0,30,1,20.0,3
13971,300.0,2.0,45,1,289.0,2
13972,60.0,0.0,23,1,39.0,3
13973,180.0,0.0,37,0,106.0,2
13974,600.0,0.0,37,1,339.0,1
13975,600.0,0.0,24,1,453.0,1
13976,300.0,0.0,25,1,212.0,2
13977,900.0,15.0,24,1,157.0,1
13978,300.0,3.0,41,0,272.0,2
13979,180.0,0.0,36,1,122.0,2
13980,600.0,5.0,60,1,252.0,1
13981,300.0,0.0,12,1,37.0,2
13982,336.81176168464305,1.6013525081321691,48,1,0.0,2
13983,600.0,0.0,22,1,335.0,1
13984,600.0,10.0,21,1,312.0,1
13985,600.0,0.0,72,1,434.0,1
13986,180.0,2.0,20,1,58.0,2
13987,360.0,4.0,31,1,222.0,1
13988,240.0,2.0,6,1,45.0,2
13989,180.0,0.0,33,1,111.0,2
13990,60.0,0.0,29,0,59.0,3
13991,600.0,0.0,21,1,273.0,1
13992,300.0,0.0,35,0,286.0,2
13993,0.0,1.0,31,1,1.0,3
13994,300.0,5.0,20,1,76.0,1
13995,90.0,2.0,20,1,64.0,3
13996,300.0,0.0,19,1,89.0,2
13997,900.0,5.0,49,0,879.0,1
13998,600.0,0.0,36,1,466.0,1
13999,600.0,0.0,35,1,363.0,1
14000,120.0,1.0,54,0,114.0,3
14001,420.0,0.0,14,1,93.0,2
14002,1200.0,0.0,27,1,794.0,1
14003,30.0,0.0,23,0,12.0,3
14004,300.0,0.0,25,1,294.0,2
14005,420.0,0.0,39,1,288.0,2
14006,300.0,5.0,6,1,34.0,1
14007,600.0,0.0,34,1,587.0,1
14008,60.0,0.0,26,0,25.0,3
14009,600.0,0.0,20,1,155.0,1
14010,180.0,0.0,37,1,82.0,2
14011,300.0,3.0,31,1,254.0,2
14012,300.0,3.0,55,1,166.0,2
14013,300.0,0.0,29,0,174.0,2
14014,300.0,0.0,32,1,223.0,2
14015,60.0,0.0,17,1,23.0,3
14016,600.0,3.0,22,1,153.0,1
14017,600.0,0.0,37,0,569.0,1
14018,180.0,0.0,18,1,80.0,2
14019,60.0,0.0,30,0,30.0,3
14020,1020.0,0.0,21,1,255.0,1
14021,480.0,0.0,30,0,479.0,1
14022,600.0,3.0,20,1,88.0,1
14023,0.0,1.0,27,1,1.0,3
14024,600.0,0.0,27,1,373.0,1
14025,60.0,2.0,84,1,40.0,3
14026,360.0,6.0,17,1,63.0,1
14027,180.0,0.0,24,1,144.0,2
14028,300.0,3.0,16,1,69.0,2
14029,900.0,15.0,19,1,155.0,1
14030,900.0,15.0,27,1,150.0,1
14031,120.0,1.0,28,1,115.0,3
14032,300.0,0.0,27,1,248.0,2
14033,60.0,0.0,20,0,60.0,3
14034,60.0,0.0,30,1,55.0,3
14035,30.0,0.0,22,0,22.0,3
14036,300.0,0.0,35,0,297.0,2
14037,600.0,0.0,28,1,217.0,1
14038,300.0,3.0,33,0,254.0,2
14039,120.0,1.0,45,1,51.0,3
14040,600.0,0.0,38,0,391.0,1
14041,1800.0,0.0,33,1,899.0,1
14042,120.0,1.0,19,1,70.0,3
14043,180.0,0.0,51,0,180.0,2
14044,180.0,0.0,34,0,180.0,2
14045,600.0,0.0,25,1,211.0,1
14046,300.0,3.0,48,1,202.0,2
14047,300.0,3.0,22,1,176.0,2
14048,60.0,0.0,23,0,57.0,3
14049,900.0,15.0,47,1,203.0,1
14050,1800.0,0.0,24,1,555.0,1
14051,60.0,0.0,23,1,48.0,3
14052,60.0,0.0,32,0,55.0,3
14053,900.0,2.0,48,1,873.0,1
14054,900.0,0.0,20,1,282.0,1
14055,180.0,2.0,29,1,110.0,2
14056,300.0,8.0,21,1,47.0,1
14057,30.0,0.0,23,0,14.0,3
14058,60.0,0.0,28,0,54.0,3
14059,600.0,0.0,35,1,348.0,1
14060,300.0,3.0,18,1,276.0,2
14061,120.0,1.0,28,1,113.0,3
14062,300.0,8.0,19,1,36.0,1
14063,30.0,0.0,17,1,17.0,3
14064,60.0,0.0,19,1,39.0,3
14065,120.0,1.0,28,0,75.0,3
14066,0.0,3.0,21,0,3.0,3
14067,600.0,0.0,29,1,359.0,1
14068,600.0,0.0,23,1,308.0,1
14069,180.0,0.0,45,0,130.0,2
14070,600.0,5.0,21,1,148.0,1
14071,180.0,0.0,19,1,121.0,2
14072,720.0,0.0,35,1,406.0,1
14073,180.0,0.0,41,0,175.0,2
14074,600.0,0.0,15,1,103.0,1
14075,600.0,0.0,29,1,236.0,1
14076,300.0,0.0,23,1,183.0,2
14077,60.0,0.0,35,1,56.0,3
14078,600.0,0.0,39,1,381.0,1
14079,300.0,0.0,26,1,258.0,2
14080,180.0,0.0,26,1,47.0,2
14081,300.0,0.0,20,1,268.0,2
14082,300.0,0.0,49,1,252.0,2
14083,120.0,0.0,42,1,101.0,3
14084,600.0,0.0,20,1,81.0,1
14085,600.0,0.0,19,1,151.0,1
14086,300.0,0.0,24,1,295.0,2
14087,30.0,0.0,22,0,23.0,3
14088,180.0,1.0,28,1,166.0,2
14089,180.0,0.0,33,1,108.0,2
14090,900.0,15.0,24,1,430.0,1
14091,180.0,2.0,29,1,67.0,2
14092,600.0,0.0,34,1,525.0,1
14093,120.0,1.0,10,1,35.0,3
14094,600.0,3.0,39,1,266.0,1
14095,600.0,0.0,18,1,85.0,1
14096,180.0,0.0,40,1,106.0,2
14097,300.0,5.0,41,1,134.0,1
14098,480.0,0.0,33,1,189.0,1
14099,300.0,3.0,25,1,172.0,2
14100,300.0,0.0,25,1,149.0,2
14101,600.0,0.0,20,1,139.0,1
14102,60.0,0.0,18,0,35.0,3
14103,300.0,3.0,55,0,257.0,2
14104,180.0,0.0,54,1,119.0,2
14105,180.0,3.0,29,0,152.0,2
14106,600.0,0.0,12,1,140.0,1
14107,600.0,0.0,25,1,155.0,1
14108,600.0,0.0,34,1,570.0,1
14109,600.0,0.0,36,1,473.0,1
14110,120.0,3.0,41,1,17.0,2
14111,300.0,0.0,29,1,183.0,2
14112,300.0,0.0,26,1,178.0,2
14113,180.0,0.0,34,1,98.0,2
14114,600.0,0.0,50,1,319.0,1
14115,120.0,1.0,37,0,113.0,3
14116,600.0,0.0,33,1,221.0,1
14117,300.0,8.0,16,1,147.0,1
14118,600.0,5.0,50,1,460.0,1
14119,1500.0,0.0,44,1,503.0,1
14120,600.0,3.0,47,1,567.0,1
14121,0.0,4.0,27,1,47.0,3
14122,180.0,0.0,18,1,83.0,2
14123,120.0,0.0,35,1,99.0,3
14124,180.0,0.0,38,1,90.0,2
14125,900.0,15.0,11,0,138.0,1
14126,900.0,15.0,41,1,63.0,1
14127,180.0,2.0,50,0,77.0,2
14128,180.0,1.0,31,0,176.0,2
14129,180.0,1.0,37,1,147.0,2
14130,180.0,0.0,21,1,43.0,2
14131,600.0,0.0,34,1,534.0,1
14132,300.0,3.0,4,1,3.0,2
14133,600.0,0.0,40,1,273.0,1
14134,300.0,0.0,32,1,295.0,2
14135,60.0,0.0,33,1,50.0,3
14136,60.0,0.0,24,0,25.0,3
14137,720.0,0.0,18,1,626.0,1
14138,180.0,0.0,29,1,177.0,2
14139,300.0,0.0,34,0,297.0,2
14140,180.0,5.0,43,1,20.0,2
14141,30.0,0.0,24,0,12.0,3
14142,300.0,0.0,42,1,173.0,2
14143,300.0,5.0,33,1,42.0,1
14144,180.0,0.0,19,1,73.0,2
14145,60.0,0.0,35,0,59.0,3
14146,300.0,0.0,26,1,77.0,2
14147,300.0,0.0,38,1,272.0,2
14148,600.0,0.0,13,1,83.0,1
14149,60.0,0.0,34,1,51.0,3
14150,60.0,0.0,23,0,44.0,3
14151,120.0,1.0,11,1,12.0,3
14152,300.0,3.0,32,0,246.0,2
14153,180.0,2.0,40,1,90.0,2
14154,600.0,0.0,32,1,318.0,1
14155,180.0,0.0,32,0,157.0,2
14156,300.0,3.0,22,1,277.0,2
14157,540.0,8.0,19,1,46.0,1
14158,180.0,0.0,20,1,39.0,2
14159,300.0,0.0,28,1,119.0,2
14160,300.0,5.0,41,1,170.0,1
14161,60.0,0.0,22,1,47.0,3
14162,300.0,0.0,33,1,220.0,2
14163,300.0,3.0,52,1,269.0,2
14164,600.0,0.0,37,1,323.0,1
14165,180.0,2.0,39,0,177.0,2
14166,600.0,0.0,32,1,300.0,1
14167,900.0,15.0,48,1,398.0,1
14168,300.0,0.0,27,1,158.0,2
14169,300.0,3.0,39,0,272.0,2
14170,180.0,0.0,26,0,176.0,2
14171,300.0,0.0,37,1,291.0,2
14172,600.0,10.0,21,0,192.0,1
14173,120.0,1.0,20,1,36.0,3
14174,60.0,0.0,32,0,60.0,3
14175,180.0,0.0,30,1,86.0,2
14176,180.0,0.0,18,1,82.0,2
14177,1200.0,0.0,24,1,165.0,1
14178,60.0,0.0,22,0,57.0,3
14179,2700.0,1.0,33,1,1532.0,1
14180,600.0,0.0,29,0,435.0,1
14181,60.0,0.0,23,1,57.0,3
14182,300.0,5.0,18,1,150.0,1
14183,600.0,0.0,26,1,137.0,1
14184,300.0,0.0,48,1,163.0,2
14185,60.0,0.0,18,1,22.0,3
14186,600.0,0.0,22,1,101.0,1
14187,300.0,0.0,33,1,166.0,2
14188,60.0,2.0,17,0,50.0,3
14189,300.0,0.0,44,1,245.0,2
14190,60.0,0.0,24,0,58.0,3
14191,60.0,0.0,19,0,38.0,3
14192,60.0,0.0,34,0,54.0,3
14193,300.0,3.0,32,1,170.0,2
14194,480.0,0.0,11,1,153.0,1
14195,180.0,0.0,17,0,135.0,2
14196,180.0,0.0,19,1,24.0,2
14197,300.0,5.0,34,1,260.0,1
14198,300.0,0.0,51,0,300.0,2
14199,600.0,0.0,32,1,482.0,1
14200,600.0,0.0,17,1,260.0,1
14201,900.0,2.0,39,0,892.0,1
14202,300.0,0.0,29,1,235.0,2
14203,180.0,0.0,24,1,53.0,2
14204,600.0,0.0,20,1,233.0,1
14205,600.0,0.0,21,1,305.0,1
14206,180.0,0.0,19,1,63.0,2
14207,60.0,0.0,18,1,20.0,3
14208,600.0,0.0,9,1,46.0,1
14209,600.0,0.0,21,1,164.0,1
14210,180.0,2.0,51,1,146.0,2
14211,600.0,5.0,36,1,579.0,1
14212,600.0,10.0,31,0,62.0,1
14213,1020.0,0.0,60,1,1017.0,1
14214,60.0,0.0,26,1,36.0,3
14215,300.0,3.0,31,1,207.0,2
14216,60.0,0.0,32,0,54.0,3
14217,60.0,0.0,34,0,43.0,3
14218,600.0,0.0,36,1,566.0,1
14219,600.0,5.0,34,0,583.0,1
14220,180.0,2.0,45,0,167.0,2
14221,900.0,15.0,28,1,715.0,1
14222,600.0,0.0,19,1,165.0,1
14223,180.0,0.0,38,0,122.0,2
14224,300.0,7.0,52,1,120.0,1
14225,180.0,0.0,35,1,144.0,2
14226,300.0,0.0,29,0,298.0,2
14227,1200.0,0.0,21,1,259.0,1
14228,60.0,0.0,19,1,21.0,3
14229,600.0,0.0,55,1,308.0,1
14230,600.0,0.0,19,1,114.0,1
14231,120.0,3.0,33,1,7.0,2
14232,600.0,0.0,38,1,334.0,1
14233,60.0,0.0,38,0,57.0,3
14234,300.0,0.0,22,1,276.0,2
14235,180.0,0.0,32,1,154.0,2
14236,60.0,0.0,18,1,19.0,3
14237,900.0,10.0,26,1,107.0,1
14238,300.0,0.0,24,1,267.0,2
14239,180.0,5.0,17,0,4.0,2
14240,300.0,0.0,28,1,221.0,2
14241,60.0,2.0,43,0,53.0,3
14242,300.0,8.0,27,1,2.0,1
14243,300.0,0.0,36,1,108.0,2
14244,1200.0,0.0,30,1,591.0,1
14245,180.0,0.0,18,1,70.0,2
14246,300.0,0.0,10,1,48.0,2
14247,900.0,10.0,9,1,44.0,1
14248,90.0,0.0,27,0,90.0,3
14249,2100.0,3.0,12,1,132.0,1
14250,180.0,0.0,25,0,118.0,2
14251,900.0,5.0,18,1,19.0,1
14252,600.0,0.0,9,1,161.0,1
14253,600.0,0.0,24,1,261.0,1
14254,60.0,0.0,43,0,53.0,3
14255,600.0,0.0,62,0,518.0,1
14256,300.0,0.0,22,1,59.0,2
14257,300.0,8.0,45,1,196.0,1
14258,300.0,0.0,36,0,247.0,2
14259,300.0,1.0,29,0,289.0,2
14260,120.0,1.0,21,1,89.0,3
14261,300.0,3.0,16,1,79.0,2
14262,60.0,0.0,24,1,30.0,3
14263,180.0,30.0,15,1,128.0,1
14264,300.0,0.0,26,1,146.0,2
14265,300.0,3.0,57,1,258.0,2
14266,0.0,4.0,15,1,17.0,3
14267,1200.0,0.0,26,1,347.0,1
14268,300.0,0.0,45,0,299.0,2
14269,300.0,4.0,27,1,129.0,2
14270,600.0,0.0,26,1,295.0,1
14271,0.0,1.0,32,1,8.0,3
14272,600.0,0.0,27,1,462.0,1
14273,60.0,0.0,30,1,28.0,3
14274,180.0,1.0,17,1,117.0,2
14275,180.0,2.0,26,0,60.0,2
14276,900.0,15.0,27,1,293.0,1
14277,180.0,0.0,29,1,140.0,2
14278,1200.0,2.0,36,1,483.0,1
14279,300.0,3.0,37,0,164.0,2
14280,60.0,0.0,24,0,60.0,3
14281,180.0,0.0,27,1,159.0,2
14282,60.0,0.0,21,0,60.0,3
14283,60.0,0.0,31,1,50.0,3
14284,300.0,0.0,27,1,129.0,2
14285,600.0,0.0,26,1,174.0,1
14286,900.0,5.0,26,1,146.0,1
14287,300.0,2.0,26,0,297.0,2
14288,180.0,0.0,41,0,179.0,2
14289,60.0,0.0,27,0,50.0,3
14290,600.0,0.0,31,1,364.0,1
14291,300.0,0.0,35,1,271.0,2
14292,300.0,8.0,24,1,132.0,1
14293,180.0,0.0,31,1,167.0,2
14294,600.0,0.0,19,1,207.0,1
14295,600.0,0.0,43,0,599.0,1
14296,300.0,8.0,26,1,115.0,1
14297,180.0,0.0,19,1,59.0,2
14298,60.0,0.0,17,1,31.0,3
14299,120.0,3.0,10,1,18.0,2
14300,600.0,0.0,10,1,76.0,1
14301,120.0,10.0,60,1,89.0,1
14302,120.0,2.0,49,1,114.0,2
14303,300.0,0.0,35,1,256.0,2
14304,900.0,10.0,14,1,226.0,1
14305,300.0,2.0,47,1,256.0,2
14306,60.0,0.0,26,1,52.0,3
14307,60.0,0.0,30,0,51.0,3
14308,600.0,0.0,42,1,299.0,1
14309,60.0,0.0,26,1,44.0,3
14310,180.0,0.0,21,1,39.0,2
14311,180.0,2.0,60,1,171.0,2
14312,90.0,2.0,35,1,86.0,3
14313,600.0,0.0,29,1,260.0,1
14314,60.0,0.0,24,0,56.0,3
14315,60.0,0.0,16,1,35.0,3
14316,30.0,0.0,23,0,25.0,3
14317,300.0,0.0,13,1,61.0,2
14318,900.0,15.0,8,1,33.0,1
14319,600.0,1.0,29,1,283.0,1
14320,180.0,2.0,39,0,162.0,2
14321,336.81176168464305,1.6013525081321691,52,1,0.0,1
14322,300.0,0.0,22,1,171.0,2
14323,180.0,5.0,29,1,19.0,2
14324,300.0,3.0,22,1,108.0,2
14325,600.0,10.0,65,1,550.0,1
14326,300.0,3.0,33,0,223.0,2
14327,600.0,0.0,35,1,544.0,1
14328,180.0,0.0,31,1,100.0,2
14329,300.0,0.0,30,0,110.0,2
14330,300.0,3.0,29,1,45.0,2
14331,180.0,4.0,71,0,171.0,2
14332,300.0,5.0,15,0,105.0,1
14333,60.0,0.0,40,0,59.0,3
14334,180.0,0.0,18,1,106.0,2
14335,300.0,0.0,31,1,294.0,2
14336,900.0,1.0,38,1,853.0,1
14337,300.0,3.0,68,1,257.0,2
14338,300.0,5.0,71,1,269.0,1
14339,600.0,0.0,24,1,215.0,1
14340,60.0,0.0,19,0,36.0,3
14341,180.0,0.0,24,1,97.0,2
14342,300.0,5.0,25,1,39.0,1
14343,600.0,0.0,14,1,66.0,1
14344,300.0,5.0,20,0,69.0,1
14345,180.0,2.0,24,1,142.0,2
14346,600.0,0.0,31,1,310.0,1
14347,600.0,0.0,28,1,497.0,1
14348,480.0,0.0,18,1,221.0,1
14349,180.0,0.0,28,1,106.0,2
14350,60.0,0.0,35,0,42.0,3
14351,180.0,0.0,26,0,152.0,2
14352,600.0,0.0,26,1,204.0,1
14353,600.0,0.0,26,1,310.0,1
14354,60.0,0.0,14,1,35.0,3
14355,180.0,0.0,24,1,79.0,2
14356,60.0,0.0,24,1,51.0,3
14357,60.0,0.0,16,1,21.0,3
14358,300.0,0.0,20,1,142.0,2
14359,300.0,0.0,23,1,35.0,2
14360,900.0,15.0,25,1,92.0,1
14361,480.0,0.0,31,1,311.0,1
14362,600.0,0.0,40,1,405.0,1
14363,300.0,0.0,21,1,190.0,2
14364,60.0,0.0,21,1,25.0,3
14365,900.0,10.0,60,1,45.0,1
14366,180.0,0.0,40,0,175.0,2
14367,60.0,0.0,31,0,46.0,3
14368,300.0,0.0,35,0,297.0,2
14369,60.0,0.0,32,0,54.0,3
14370,180.0,0.0,21,1,100.0,2
14371,180.0,5.0,27,0,101.0,2
14372,480.0,0.0,34,1,252.0,1
14373,600.0,0.0,39,0,596.0,1
14374,300.0,2.0,23,1,155.0,2
14375,900.0,15.0,48,1,92.0,1
14376,300.0,3.0,49,1,286.0,2
14377,180.0,0.0,33,0,175.0,2
14378,180.0,0.0,17,1,139.0,2
14379,900.0,5.0,32,0,859.0,1
14380,300.0,0.0,27,0,299.0,2
14381,360.0,0.0,21,1,87.0,2
14382,600.0,0.0,33,1,240.0,1
14383,600.0,0.0,33,1,326.0,1
14384,60.0,0.0,23,1,13.0,3
14385,60.0,0.0,47,0,52.0,3
14386,300.0,3.0,20,1,97.0,2
14387,900.0,180.0,46,1,7449.0,1
14388,180.0,1.0,26,0,171.0,2
14389,600.0,0.0,25,1,288.0,1
14390,60.0,0.0,24,1,46.0,3
14391,180.0,2.0,36,1,92.0,2
14392,420.0,8.0,38,1,235.0,1
14393,300.0,0.0,15,0,93.0,2
14394,300.0,0.0,47,1,196.0,2
14395,300.0,0.0,39,1,239.0,2
14396,60.0,0.0,24,0,52.0,3
14397,600.0,0.0,23,1,433.0,1
14398,180.0,2.0,28,0,51.0,2
14399,900.0,15.0,53,1,276.0,1
14400,900.0,0.0,45,1,515.0,1
14401,180.0,0.0,17,1,47.0,2
14402,180.0,0.0,18,1,53.0,2
14403,60.0,0.0,31,0,52.0,3
14404,300.0,0.0,29,1,156.0,2
14405,180.0,1.0,24,1,70.0,2
14406,180.0,0.0,39,1,174.0,2
14407,120.0,0.0,26,1,50.0,3
14408,600.0,0.0,44,1,412.0,1
14409,0.0,1.0,20,1,3.0,3
14410,420.0,10.0,26,0,161.0,1
14411,180.0,0.0,26,1,136.0,2
14412,600.0,0.0,30,1,395.0,1
14413,180.0,8.0,23,1,39.0,1
14414,300.0,10.0,42,1,94.0,1
14415,600.0,0.0,20,0,253.0,1
14416,300.0,3.0,40,1,218.0,2
14417,300.0,3.0,14,1,55.0,2
14418,600.0,0.0,19,1,311.0,1
14419,900.0,5.0,18,1,157.0,1
14420,600.0,0.0,21,1,267.0,1
14421,60.0,0.0,28,1,47.0,3
14422,60.0,0.0,20,1,35.0,3
14423,30.0,0.0,27,0,22.0,3
14424,300.0,0.0,29,1,200.0,2
14425,60.0,0.0,35,0,60.0,3
14426,180.0,2.0,26,1,113.0,2
14427,300.0,0.0,29,0,108.0,2
14428,600.0,0.0,22,1,186.0,1
14429,60.0,0.0,24,1,43.0,3
14430,300.0,3.0,45,1,241.0,2
14431,300.0,0.0,27,1,284.0,2
14432,180.0,2.0,41,1,94.0,2
14433,60.0,0.0,23,0,60.0,3
14434,900.0,15.0,23,1,233.0,1
14435,900.0,15.0,29,0,358.0,1
14436,300.0,0.0,37,1,197.0,2
14437,600.0,0.0,14,0,54.0,1
14438,180.0,0.0,20,1,83.0,2
14439,900.0,0.0,27,1,424.0,1
14440,600.0,0.0,30,1,216.0,1
14441,600.0,0.0,22,1,132.0,1
14442,120.0,1.0,49,0,115.0,3
14443,180.0,0.0,45,1,180.0,2
14444,600.0,0.0,21,1,215.0,1
14445,600.0,0.0,19,1,156.0,1
14446,180.0,0.0,18,1,30.0,2
14447,1200.0,0.0,21,1,220.0,1
14448,60.0,0.0,33,1,50.0,3
14449,180.0,0.0,36,0,177.0,2
14450,300.0,8.0,59,1,76.0,1
14451,600.0,0.0,24,1,134.0,1
14452,300.0,0.0,18,0,99.0,2
14453,900.0,15.0,21,1,124.0,1
14454,0.0,1.0,33,0,1.0,3
14455,300.0,0.0,32,1,264.0,2
14456,60.0,0.0,19,1,15.0,3
14457,1800.0,0.0,52,0,1441.0,1
14458,120.0,0.0,32,0,119.0,3
14459,60.0,0.0,24,0,54.0,3
14460,600.0,0.0,19,1,96.0,1
14461,600.0,0.0,63,0,572.0,1
14462,180.0,0.0,45,0,110.0,2
14463,600.0,0.0,21,1,280.0,1
14464,900.0,5.0,30,1,618.0,1
14465,180.0,0.0,32,0,110.0,2
14466,180.0,0.0,30,1,140.0,2
14467,900.0,0.0,36,1,374.0,1
14468,180.0,0.0,22,1,83.0,2
14469,300.0,0.0,30,1,248.0,2
14470,300.0,8.0,33,1,194.0,1
14471,180.0,0.0,29,1,115.0,2
14472,300.0,3.0,24,0,267.0,2
14473,180.0,0.0,40,0,178.0,2
14474,600.0,0.0,40,1,479.0,1
14475,300.0,0.0,28,1,126.0,2
14476,300.0,4.0,40,1,251.0,2
14477,300.0,0.0,35,0,199.0,2
14478,300.0,2.0,30,1,215.0,2
14479,300.0,0.0,13,1,121.0,2
14480,180.0,0.0,22,1,145.0,2
14481,600.0,0.0,19,1,140.0,1
14482,300.0,0.0,33,0,296.0,2
14483,300.0,4.0,19,1,139.0,2
14484,60.0,0.0,27,0,46.0,3
14485,300.0,0.0,30,1,287.0,2
14486,60.0,0.0,34,0,60.0,3
14487,180.0,2.0,24,1,135.0,2
14488,600.0,0.0,43,1,324.0,1
14489,300.0,0.0,25,1,137.0,2
14490,300.0,2.0,12,1,45.0,2
14491,600.0,11.0,48,1,411.0,1
14492,600.0,0.0,18,1,297.0,1
14493,120.0,0.0,19,1,49.0,3
14494,180.0,2.0,29,1,168.0,2
14495,180.0,0.0,27,1,120.0,2
14496,180.0,0.0,37,0,178.0,2
14497,600.0,0.0,26,1,437.0,1
14498,600.0,0.0,24,1,302.0,1
14499,600.0,0.0,25,1,346.0,1
14500,180.0,0.0,52,1,149.0,2
14501,60.0,0.0,22,1,42.0,3
14502,420.0,5.0,21,1,198.0,1
14503,600.0,0.0,19,1,318.0,1
14504,60.0,0.0,30,0,56.0,3
14505,600.0,0.0,23,1,323.0,1
14506,600.0,0.0,27,1,587.0,1
14507,1200.0,15.0,20,1,31.0,1
14508,60.0,0.0,30,0,35.0,3
14509,60.0,0.0,22,1,47.0,3
14510,480.0,0.0,25,1,236.0,1
14511,600.0,0.0,19,0,125.0,1
14512,300.0,0.0,32,0,299.0,2
14513,0.0,3.0,23,1,20.0,3
14514,900.0,0.0,21,1,265.0,1
14515,600.0,0.0,27,1,187.0,1
14516,60.0,0.0,21,1,28.0,3
14517,180.0,0.0,16,1,72.0,2
14518,180.0,0.0,46,1,106.0,2
14519,300.0,3.0,34,0,278.0,2
14520,600.0,0.0,47,1,270.0,1
14521,300.0,0.0,27,1,256.0,2
14522,60.0,0.0,31,1,54.0,3
