,TIME_CONTRAL_A,TIME_CONTRAL_B,STEPS,TERMINATION,GAME_LENGTH,GAME_TYPE
3426,300.0,1.0,24,1,115.0,2
3427,15.0,0.0,27,0,8.0,3
3428,60.0,0.0,31,0,49.0,3
3429,180.0,0.0,22,1,37.0,2
3430,600.0,0.0,48,0,294.0,1
3431,600.0,0.0,61,1,334.0,1
3432,15.0,0.0,30,1,13.0,3
3433,15.0,0.0,28,0,15.0,3
3434,15.0,0.0,18,0,12.0,3
3435,180.0,2.0,49,0,50.0,2
3436,900.0,0.0,42,1,418.0,1
3437,15.0,0.0,30,0,11.0,3
3438,15.0,0.0,19,0,10.0,3
3439,180.0,0.0,23,1,138.0,2
3440,180.0,0.0,26,1,79.0,2
3441,300.0,0.0,28,0,215.0,2
3442,180.0,2.0,14,1,36.0,2
3443,180.0,0.0,19,1,30.0,2
3444,15.0,0.0,19,1,2.0,3
3445,15.0,0.0,23,0,6.0,3
3446,180.0,0.0,22,1,72.0,2
3447,60.0,0.0,41,1,47.0,3
3448,600.0,0.0,30,1,217.0,1
3449,120.0,0.0,21,1,96.0,3
3450,15.0,0.0,19,0,10.0,3
3451,15.0,0.0,33,0,15.0,3
3452,60.0,0.0,21,1,37.0,3
3453,120.0,1.0,38,1,107.0,3
3454,300.0,8.0,46,1,69.0,1
3455,600.0,0.0,30,1,425.0,1
3456,300.0,0.0,16,1,175.0,2
3457,15.0,0.0,25,0,8.0,3
3458,15.0,0.0,31,0,15.0,3
3459,15.0,0.0,26,0,11.0,3
3460,15.0,0.0,21,0,15.0,3
3461,300.0,0.0,22,1,265.0,2
3462,300.0,3.0,31,1,109.0,2
3463,60.0,0.0,21,1,18.0,3
3464,15.0,0.0,22,0,13.0,3
3465,300.0,5.0,72,1,211.0,1
3466,15.0,0.0,34,0,15.0,3
3467,300.0,0.0,22,1,295.0,2
3468,600.0,0.0,15,1,149.0,1
3469,900.0,0.0,16,0,95.0,1
3470,300.0,3.0,16,1,31.0,2
3471,600.0,0.0,20,1,202.0,1
3472,60.0,0.0,26,1,47.0,3
3473,15.0,0.0,43,0,14.0,3
3474,15.0,0.0,25,0,3.0,3
3475,120.0,1.0,27,0,73.0,3
3476,600.0,0.0,23,1,197.0,1
3477,15.0,0.0,37,0,15.0,3
3478,15.0,0.0,25,0,14.0,3
3479,15.0,0.0,22,0,9.0,3
3480,300.0,8.0,27,1,5.0,1
3481,15.0,0.0,33,0,15.0,3
3482,180.0,0.0,33,1,145.0,2
3483,180.0,2.0,43,0,31.0,2
3484,1200.0,0.0,23,1,529.0,1
3485,15.0,0.0,24,1,14.0,3
3486,15.0,0.0,25,0,14.0,3
3487,15.0,0.0,29,1,14.0,3
3488,60.0,0.0,35,0,49.0,3
3489,300.0,3.0,50,1,291.0,2
3490,15.0,0.0,27,0,14.0,3
3491,15.0,0.0,33,0,15.0,3
3492,15.0,0.0,25,0,15.0,3
3493,15.0,0.0,32,0,14.0,3
3494,15.0,0.0,34,0,11.0,3
3495,120.0,0.0,28,1,30.0,3
3496,600.0,5.0,18,1,140.0,1
3497,15.0,0.0,26,0,15.0,3
3498,15.0,0.0,24,1,12.0,3
3499,15.0,0.0,22,1,7.0,3
3500,180.0,0.0,40,1,119.0,2
3501,300.0,0.0,28,0,239.0,2
3502,180.0,0.0,31,0,148.0,2
3503,60.0,0.0,16,1,39.0,3
3504,60.0,0.0,22,1,52.0,3
3505,300.0,0.0,25,1,271.0,2
3506,15.0,0.0,23,0,14.0,3
3507,15.0,0.0,26,0,7.0,3
3508,300.0,0.0,24,1,193.0,2
3509,180.0,2.0,40,1,68.0,2
3510,15.0,0.0,27,0,6.0,3
3511,15.0,0.0,22,0,15.0,3
3512,15.0,0.0,32,0,15.0,3
3513,60.0,0.0,25,0,56.0,3
3514,60.0,0.0,44,0,56.0,3
3515,600.0,0.0,23,1,213.0,1
3516,900.0,15.0,15,1,45.0,1
3517,15.0,0.0,20,0,9.0,3
3518,15.0,0.0,30,0,12.0,3
3519,15.0,0.0,45,0,14.0,3
3520,600.0,0.0,19,1,201.0,1
3521,900.0,0.0,33,1,710.0,1
3522,300.0,0.0,35,1,224.0,2
3523,15.0,0.0,19,0,14.0,3
3524,15.0,0.0,26,0,15.0,3
3525,15.0,0.0,32,0,14.0,3
3526,600.0,0.0,31,1,455.0,1
3527,60.0,0.0,21,1,39.0,3
3528,900.0,5.0,15,1,442.0,1
3529,15.0,0.0,17,1,11.0,3
3530,15.0,0.0,29,0,14.0,3
3531,60.0,0.0,21,1,18.0,3
3532,180.0,2.0,45,0,174.0,2
3533,600.0,10.0,23,1,462.0,1
3534,300.0,0.0,21,1,134.0,2
3535,900.0,15.0,26,1,358.0,1
3536,15.0,0.0,27,0,15.0,3
3537,600.0,0.0,39,1,517.0,1
3538,15.0,0.0,29,0,11.0,3
3539,15.0,0.0,38,0,15.0,3
3540,60.0,0.0,23,1,55.0,3
3541,180.0,0.0,19,1,82.0,2
3542,60.0,0.0,22,1,48.0,3
3543,15.0,0.0,35,0,13.0,3
3544,15.0,0.0,16,0,15.0,3
3545,780.0,7.0,37,1,615.0,1
3546,300.0,0.0,25,1,124.0,2
3547,15.0,0.0,32,0,8.0,3
3548,120.0,0.0,5,1,5.0,3
3549,15.0,0.0,27,0,14.0,3
3550,180.0,0.0,21,0,99.0,2
3551,600.0,0.0,19,1,338.0,1
3552,600.0,0.0,21,1,237.0,1
3553,180.0,0.0,37,1,138.0,2
3554,600.0,0.0,42,1,339.0,1
3555,15.0,0.0,33,0,12.0,3
3556,60.0,0.0,31,1,51.0,3
3557,600.0,0.0,20,1,390.0,1
3558,15.0,0.0,19,0,7.0,3
3559,15.0,0.0,24,0,2.0,3
3560,240.0,5.0,36,1,76.0,2
3561,15.0,0.0,22,0,7.0,3
3562,15.0,0.0,28,0,15.0,3
3563,15.0,0.0,30,0,15.0,3
3564,15.0,0.0,21,1,12.0,3
3565,1200.0,1.0,32,1,762.0,1
3566,30.0,0.0,22,0,24.0,3
3567,300.0,0.0,15,1,120.0,2
3568,15.0,0.0,32,0,6.0,3
3569,15.0,0.0,22,1,8.0,3
3570,120.0,1.0,40,0,117.0,3
3571,1800.0,10.0,36,1,281.0,1
3572,300.0,2.0,19,1,14.0,2
3573,600.0,0.0,25,1,325.0,1
3574,15.0,0.0,29,0,8.0,3
3575,15.0,0.0,25,0,10.0,3
3576,15.0,0.0,21,0,14.0,3
3577,180.0,1.0,25,0,179.0,2
3578,600.0,0.0,28,1,239.0,1
3579,0.0,1.0,29,0,2.0,3
3580,15.0,0.0,23,0,6.0,3
3581,15.0,0.0,33,0,13.0,3
3582,15.0,0.0,26,0,10.0,3
3583,300.0,0.0,36,0,289.0,2
3584,120.0,1.0,15,1,72.0,3
3585,600.0,3.0,42,1,559.0,1
3586,600.0,0.0,47,1,334.0,1
3587,600.0,0.0,24,1,308.0,1
3588,300.0,0.0,20,1,112.0,2
3589,180.0,0.0,23,1,69.0,2
3590,60.0,0.0,20,1,40.0,3
3591,900.0,10.0,35,1,54.0,1
3592,300.0,3.0,35,1,218.0,2
3593,15.0,0.0,22,0,9.0,3
3594,300.0,0.0,37,0,294.0,2
3595,600.0,0.0,35,1,499.0,1
3596,180.0,0.0,43,1,166.0,2
3597,300.0,0.0,22,1,171.0,2
3598,600.0,0.0,22,1,280.0,1
3599,90.0,0.0,39,1,75.0,3
3600,900.0,10.0,44,1,874.0,1
3601,600.0,2.0,24,1,400.0,1
3602,60.0,0.0,11,1,37.0,3
3603,15.0,0.0,21,1,12.0,3
3604,15.0,0.0,27,0,14.0,3
3605,15.0,0.0,37,0,12.0,3
3606,15.0,0.0,30,0,14.0,3
3607,1200.0,0.0,9,1,57.0,1
3608,600.0,0.0,40,1,366.0,1
3609,180.0,0.0,18,1,50.0,2
3610,180.0,0.0,44,0,102.0,2
3611,180.0,0.0,13,1,118.0,2
3612,15.0,0.0,20,0,14.0,3
3613,15.0,0.0,16,0,14.0,3
3614,15.0,0.0,42,0,15.0,3
3615,300.0,3.0,46,1,276.0,2
3616,15.0,0.0,32,0,9.0,3
3617,300.0,0.0,26,1,77.0,2
3618,60.0,0.0,21,1,23.0,3
3619,60.0,0.0,22,1,44.0,3
3620,180.0,0.0,31,1,73.0,2
3621,15.0,0.0,21,1,3.0,3
3622,15.0,0.0,36,0,15.0,3
3623,15.0,0.0,34,0,15.0,3
3624,15.0,0.0,28,0,8.0,3
3625,15.0,0.0,20,0,12.0,3
3626,60.0,0.0,22,1,40.0,3
3627,600.0,0.0,47,1,490.0,1
3628,15.0,0.0,20,0,11.0,3
3629,15.0,0.0,40,0,14.0,3
3630,15.0,0.0,28,0,13.0,3
3631,60.0,0.0,32,1,58.0,3
3632,60.0,0.0,20,1,49.0,3
3633,180.0,2.0,25,1,38.0,2
3634,300.0,0.0,45,0,267.0,2
3635,300.0,0.0,38,1,165.0,2
3636,600.0,0.0,36,1,337.0,1
3637,300.0,3.0,40,1,280.0,2
3638,300.0,3.0,23,1,288.0,2
3639,15.0,0.0,26,0,15.0,3
3640,15.0,0.0,19,1,8.0,3
3641,15.0,0.0,35,0,14.0,3
3642,1200.0,0.0,26,1,398.0,1
3643,15.0,0.0,30,0,5.0,3
3644,15.0,0.0,24,1,15.0,3
3645,15.0,0.0,28,0,12.0,3
3646,15.0,0.0,25,1,14.0,3
3647,15.0,0.0,33,0,15.0,3
3648,600.0,0.0,13,1,58.0,1
3649,600.0,0.0,53,1,570.0,1
3650,600.0,0.0,27,1,205.0,1
3651,180.0,2.0,25,1,141.0,2
3652,15.0,0.0,38,0,15.0,3
3653,15.0,0.0,21,0,15.0,3
3654,15.0,0.0,20,0,9.0,3
3655,300.0,0.0,39,0,297.0,2
3656,300.0,0.0,19,0,63.0,2
3657,600.0,5.0,20,1,286.0,1
3658,600.0,0.0,59,0,596.0,1
3659,300.0,0.0,24,0,230.0,2
3660,300.0,5.0,38,1,27.0,1
3661,180.0,2.0,27,1,121.0,2
3662,180.0,2.0,43,1,166.0,2
3663,600.0,0.0,35,0,328.0,1
3664,600.0,0.0,16,1,240.0,1
3665,900.0,15.0,28,1,319.0,1
3666,900.0,15.0,34,1,7.0,1
3667,336.81176168464305,1.6013525081321691,44,1,0.0,2
3668,600.0,0.0,18,1,212.0,1
3669,600.0,0.0,26,1,263.0,1
3670,300.0,0.0,33,0,253.0,2
3671,300.0,3.0,27,1,151.0,2
3672,120.0,1.0,30,1,115.0,3
3673,900.0,10.0,32,1,96.0,1
3674,900.0,15.0,21,1,130.0,1
3675,900.0,0.0,40,1,828.0,1
3676,600.0,0.0,28,1,389.0,1
3677,180.0,0.0,18,1,110.0,2
3678,300.0,0.0,18,1,165.0,2
3679,600.0,0.0,59,1,578.0,1
3680,900.0,0.0,55,1,528.0,1
3681,1200.0,0.0,47,1,533.0,1
3682,60.0,0.0,27,0,59.0,3
3683,900.0,5.0,22,1,848.0,1
3684,15.0,0.0,29,0,15.0,3
3685,300.0,0.0,19,1,146.0,2
3686,840.0,13.0,24,1,435.0,1
3687,180.0,2.0,48,1,141.0,2
3688,180.0,2.0,39,0,177.0,2
3689,600.0,0.0,46,1,515.0,1
3690,300.0,0.0,31,1,256.0,2
3691,15.0,0.0,33,0,14.0,3
3692,15.0,0.0,20,1,10.0,3
3693,600.0,0.0,20,1,310.0,1
3694,60.0,0.0,34,1,55.0,3
3695,1200.0,0.0,12,1,150.0,1
3696,60.0,0.0,12,1,47.0,3
3697,600.0,0.0,20,1,89.0,1
3698,15.0,0.0,18,0,2.0,3
3699,15.0,0.0,20,0,15.0,3
3700,300.0,0.0,11,1,115.0,2
3701,180.0,2.0,21,1,50.0,2
3702,300.0,0.0,22,1,188.0,2
3703,15.0,0.0,21,0,7.0,3
3704,336.81176168464305,1.6013525081321691,21,1,0.0,2
3705,300.0,4.0,65,1,155.0,2
3706,300.0,3.0,26,0,174.0,2
3707,600.0,0.0,54,1,359.0,1
3708,15.0,0.0,27,0,15.0,3
3709,15.0,0.0,27,1,8.0,3
3710,60.0,0.0,34,1,53.0,3
3711,900.0,15.0,20,1,55.0,1
3712,15.0,0.0,34,0,10.0,3
3713,600.0,0.0,36,0,182.0,1
3714,300.0,10.0,28,1,206.0,1
3715,600.0,0.0,29,1,192.0,1
3716,60.0,0.0,36,0,53.0,3
3717,180.0,0.0,31,1,75.0,2
3718,15.0,0.0,27,0,13.0,3
3719,600.0,3.0,24,1,172.0,1
3720,180.0,0.0,34,1,60.0,2
3721,180.0,2.0,14,1,113.0,2
3722,180.0,2.0,23,0,39.0,2
3723,60.0,0.0,38,1,35.0,3
3724,15.0,0.0,21,0,3.0,3
3725,15.0,0.0,29,0,14.0,3
3726,180.0,0.0,29,1,80.0,2
3727,480.0,5.0,9,1,113.0,1
3728,300.0,5.0,26,0,179.0,1
3729,60.0,0.0,18,1,23.0,3
3730,180.0,2.0,26,1,18.0,2
3731,900.0,15.0,26,1,98.0,1
3732,300.0,2.0,29,1,114.0,2
3733,15.0,0.0,19,0,14.0,3
3734,15.0,0.0,20,0,8.0,3
3735,600.0,0.0,55,1,542.0,1
3736,180.0,2.0,28,0,177.0,2
3737,1800.0,0.0,20,0,260.0,1
3738,15.0,0.0,26,0,8.0,3
3739,15.0,0.0,27,0,14.0,3
3740,300.0,6.0,29,1,269.0,1
3741,600.0,0.0,15,1,234.0,1
3742,180.0,2.0,38,1,163.0,2
3743,300.0,0.0,20,1,117.0,2
3744,15.0,0.0,28,0,15.0,3
3745,15.0,0.0,24,0,8.0,3
3746,15.0,0.0,21,1,11.0,3
3747,15.0,0.0,22,0,15.0,3
3748,15.0,0.0,18,1,9.0,3
3749,180.0,0.0,18,1,83.0,2
3750,600.0,0.0,20,0,409.0,1
3751,300.0,0.0,41,0,300.0,2
3752,600.0,0.0,21,1,210.0,1
3753,15.0,0.0,22,1,9.0,3
3754,2700.0,0.0,24,1,1108.0,1
3755,300.0,2.0,29,1,264.0,2
3756,900.0,15.0,10,1,76.0,1
3757,15.0,0.0,21,0,14.0,3
3758,60.0,0.0,32,1,35.0,3
3759,900.0,0.0,31,1,444.0,1
3760,15.0,0.0,19,0,12.0,3
3761,15.0,0.0,19,1,10.0,3
3762,600.0,0.0,27,1,365.0,1
3763,300.0,0.0,10,1,48.0,2
3764,420.0,0.0,7,1,33.0,2
3765,180.0,0.0,43,1,179.0,2
3766,600.0,0.0,26,1,407.0,1
3767,60.0,0.0,22,0,37.0,3
3768,15.0,0.0,18,0,15.0,3
3769,15.0,0.0,28,0,14.0,3
3770,180.0,2.0,27,0,160.0,2
3771,180.0,2.0,39,1,83.0,2
3772,0.0,1.0,21,0,4.0,3
3773,900.0,15.0,40,1,174.0,1
3774,15.0,0.0,24,0,13.0,3
3775,60.0,0.0,32,0,31.0,3
3776,900.0,0.0,71,1,662.0,1
3777,60.0,2.0,26,0,38.0,3
3778,600.0,1.0,16,1,205.0,1
3779,300.0,3.0,26,1,280.0,2
3780,60.0,0.0,22,1,27.0,3
3781,30.0,0.0,34,0,23.0,3
3782,336.81176168464305,1.6013525081321691,74,1,0.0,2
3783,300.0,4.0,28,1,190.0,2
3784,15.0,0.0,22,0,4.0,3
3785,15.0,0.0,24,1,8.0,3
3786,60.0,0.0,21,0,59.0,3
3787,180.0,2.0,31,1,57.0,2
3788,180.0,0.0,19,1,38.0,2
3789,300.0,0.0,15,1,132.0,2
3790,300.0,0.0,34,1,247.0,2
3791,900.0,15.0,8,1,79.0,1
3792,15.0,0.0,22,0,9.0,3
3793,15.0,0.0,26,1,14.0,3
3794,900.0,15.0,21,1,68.0,1
3795,60.0,0.0,18,0,56.0,3
3796,1200.0,0.0,15,1,154.0,1
3797,30.0,0.0,25,0,25.0,3
3798,600.0,2.0,20,1,295.0,1
3799,60.0,0.0,30,1,52.0,3
3800,15.0,0.0,28,0,9.0,3
3801,15.0,0.0,21,0,8.0,3
3802,180.0,2.0,27,1,86.0,2
3803,600.0,0.0,17,1,73.0,1
3804,1800.0,5.0,20,1,530.0,1
3805,15.0,0.0,25,0,15.0,3
3806,15.0,0.0,22,0,14.0,3
3807,15.0,0.0,26,0,14.0,3
3808,300.0,0.0,27,0,300.0,2
3809,120.0,0.0,22,1,49.0,3
3810,180.0,0.0,15,1,58.0,2
3811,600.0,0.0,35,1,396.0,1
3812,15.0,0.0,27,0,14.0,3
3813,15.0,0.0,20,1,5.0,3
3814,15.0,0.0,30,0,8.0,3
3815,300.0,8.0,17,1,62.0,1
3816,60.0,0.0,36,0,57.0,3
3817,600.0,0.0,41,1,526.0,1
3818,600.0,0.0,35,1,303.0,1
3819,180.0,2.0,27,1,170.0,2
3820,180.0,2.0,32,1,83.0,2
3821,15.0,0.0,20,0,15.0,3
3822,15.0,0.0,25,0,11.0,3
3823,300.0,3.0,19,0,276.0,2
3824,600.0,0.0,22,0,596.0,1
3825,15.0,0.0,28,0,15.0,3
3826,15.0,0.0,22,0,6.0,3
3827,300.0,0.0,23,1,200.0,2
3828,600.0,0.0,27,1,285.0,1
3829,300.0,10.0,32,0,72.0,1
3830,15.0,0.0,26,1,9.0,3
3831,60.0,0.0,28,1,52.0,3
3832,15.0,0.0,18,0,15.0,3
3833,15.0,0.0,27,1,15.0,3
3834,15.0,0.0,24,0,14.0,3
3835,180.0,0.0,40,1,133.0,2
3836,15.0,0.0,26,0,8.0,3
3837,0.0,1.0,45,1,6.0,3
3838,300.0,8.0,30,1,113.0,1
3839,180.0,0.0,24,1,49.0,2
3840,15.0,0.0,24,0,15.0,3
3841,180.0,2.0,37,1,79.0,2
3842,15.0,0.0,25,0,5.0,3
3843,600.0,4.0,46,0,530.0,1
3844,336.81176168464305,1.6013525081321691,64,1,0.0,2
3845,180.0,0.0,40,0,119.0,2
3846,900.0,15.0,23,1,81.0,1
3847,15.0,0.0,33,0,15.0,3
3848,15.0,0.0,17,1,6.0,3
3849,15.0,0.0,34,0,5.0,3
3850,600.0,0.0,29,1,132.0,1
3851,300.0,0.0,16,1,106.0,2
3852,300.0,0.0,25,1,250.0,2
3853,15.0,0.0,29,0,13.0,3
3854,180.0,2.0,27,0,129.0,2
3855,15.0,0.0,20,0,15.0,3
3856,300.0,3.0,19,1,52.0,2
3857,60.0,0.0,28,0,31.0,3
3858,336.81176168464305,1.6013525081321691,18,1,0.0,3
3859,900.0,10.0,22,1,6.0,1
3860,60.0,0.0,27,1,48.0,3
3861,900.0,15.0,15,0,402.0,1
3862,180.0,0.0,23,1,73.0,2
3863,480.0,10.0,20,1,24.0,1
3864,300.0,3.0,26,0,201.0,2
3865,300.0,3.0,29,1,272.0,2
3866,60.0,0.0,19,1,48.0,3
3867,15.0,0.0,18,0,14.0,3
3868,15.0,0.0,28,0,15.0,3
3869,180.0,0.0,19,0,180.0,2
3870,30.0,0.0,21,0,10.0,3
3871,600.0,0.0,4,1,2.0,1
3872,600.0,0.0,44,1,202.0,1
3873,15.0,0.0,33,0,12.0,3
3874,15.0,0.0,24,0,4.0,3
3875,180.0,0.0,26,0,63.0,2
3876,480.0,0.0,15,1,77.0,1
3877,15.0,0.0,18,0,14.0,3
3878,900.0,15.0,66,1,435.0,1
3879,180.0,2.0,24,1,77.0,2
3880,300.0,8.0,38,1,119.0,1
3881,1200.0,0.0,32,0,1190.0,1
3882,420.0,0.0,13,1,89.0,2
3883,15.0,0.0,34,0,15.0,3
3884,15.0,0.0,18,1,14.0,3
3885,15.0,0.0,33,0,14.0,3
3886,15.0,0.0,31,0,10.0,3
3887,300.0,0.0,57,1,232.0,2
3888,0.0,4.0,29,1,43.0,3
3889,60.0,0.0,33,1,37.0,3
3890,60.0,0.0,34,1,36.0,3
3891,300.0,0.0,28,1,240.0,2
3892,15.0,0.0,31,0,7.0,3
3893,15.0,0.0,43,0,7.0,3
3894,600.0,0.0,22,1,211.0,1
3895,900.0,0.0,27,1,387.0,1
3896,1800.0,0.0,41,1,505.0,1
3897,900.0,10.0,22,1,47.0,1
3898,0.0,1.0,24,1,2.0,3
3899,600.0,0.0,27,1,263.0,1
3900,180.0,2.0,31,0,64.0,2
3901,30.0,0.0,19,0,30.0,3
3902,900.0,15.0,22,1,80.0,1
3903,300.0,0.0,25,1,173.0,2
3904,15.0,0.0,26,0,14.0,3
3905,300.0,3.0,11,1,46.0,2
3906,60.0,0.0,26,1,37.0,3
3907,600.0,0.0,23,1,324.0,1
3908,15.0,0.0,29,1,8.0,3
3909,15.0,0.0,23,0,7.0,3
3910,15.0,0.0,27,0,14.0,3
3911,15.0,0.0,31,1,15.0,3
3912,180.0,2.0,22,1,4.0,2
3913,300.0,0.0,17,1,89.0,2
3914,180.0,0.0,20,1,73.0,2
3915,60.0,1.0,19,1,7.0,3
3916,180.0,0.0,32,0,147.0,2
3917,300.0,3.0,28,1,208.0,2
3918,300.0,0.0,32,1,210.0,2
3919,0.0,4.0,17,1,10.0,3
3920,600.0,10.0,16,1,65.0,1
3921,15.0,0.0,46,0,15.0,3
3922,15.0,0.0,32,0,15.0,3
3923,336.81176168464305,1.6013525081321691,19,0,0.0,2
3924,900.0,15.0,13,1,23.0,1
3925,180.0,2.0,66,0,169.0,2
3926,900.0,0.0,24,1,303.0,1
3927,15.0,0.0,16,0,11.0,3
3928,15.0,0.0,32,0,5.0,3
3929,900.0,5.0,55,1,519.0,1
3930,600.0,0.0,21,1,152.0,1
3931,60.0,0.0,35,0,52.0,3
3932,180.0,0.0,23,1,126.0,2
3933,15.0,0.0,24,0,9.0,3
3934,0.0,1.0,25,0,2.0,3
3935,180.0,0.0,17,1,74.0,2
3936,15.0,0.0,26,0,15.0,3
3937,15.0,0.0,27,0,14.0,3
3938,300.0,2.0,28,1,140.0,2
3939,15.0,0.0,29,0,15.0,3
3940,15.0,0.0,31,0,15.0,3
3941,15.0,0.0,24,0,15.0,3
3942,15.0,0.0,26,0,15.0,3
3943,15.0,0.0,39,0,15.0,3
3944,15.0,0.0,28,0,13.0,3
3945,300.0,0.0,20,1,117.0,2
3946,900.0,15.0,31,1,130.0,1
3947,900.0,10.0,51,1,793.0,1
3948,600.0,0.0,24,1,481.0,1
3949,0.0,1.0,29,0,2.0,3
3950,15.0,0.0,21,1,10.0,3
3951,15.0,0.0,21,0,14.0,3
3952,15.0,0.0,28,0,11.0,3
3953,15.0,0.0,25,1,13.0,3
3954,600.0,0.0,41,1,395.0,1
3955,600.0,0.0,30,1,303.0,1
3956,2700.0,30.0,37,1,1872.0,1
3957,15.0,0.0,21,1,11.0,3
3958,15.0,0.0,23,0,8.0,3
3959,15.0,0.0,21,0,14.0,3
3960,600.0,0.0,22,0,255.0,1
3961,15.0,0.0,23,0,14.0,3
3962,300.0,3.0,27,1,167.0,2
3963,300.0,0.0,27,1,151.0,2
3964,180.0,0.0,35,0,63.0,2
3965,15.0,0.0,23,0,15.0,3
3966,15.0,0.0,25,0,14.0,3
3967,15.0,0.0,33,0,14.0,3
3968,180.0,2.0,27,1,96.0,2
3969,600.0,7.0,36,0,510.0,1
3970,15.0,0.0,31,0,10.0,3
3971,300.0,0.0,20,1,69.0,2
3972,15.0,0.0,38,0,14.0,3
3973,15.0,0.0,24,0,11.0,3
3974,15.0,0.0,23,0,8.0,3
3975,15.0,0.0,22,0,11.0,3
3976,300.0,5.0,47,0,281.0,1
3977,300.0,3.0,30,1,217.0,2
3978,900.0,15.0,24,1,103.0,1
3979,180.0,0.0,21,1,51.0,2
3980,15.0,0.0,19,0,14.0,3
3981,60.0,0.0,31,0,57.0,3
3982,300.0,0.0,25,1,192.0,2
3983,15.0,0.0,30,0,8.0,3
3984,1200.0,3.0,36,1,350.0,1
3985,180.0,2.0,17,1,155.0,2
3986,300.0,3.0,22,1,153.0,2
3987,180.0,0.0,27,1,122.0,2
3988,15.0,0.0,20,1,10.0,3
3989,15.0,0.0,28,0,15.0,3
3990,420.0,0.0,43,1,390.0,2
3991,300.0,0.0,39,0,267.0,2
3992,300.0,3.0,36,0,297.0,2
3993,15.0,0.0,31,0,15.0,3
3994,15.0,0.0,34,0,15.0,3
3995,15.0,0.0,30,0,14.0,3
3996,180.0,2.0,18,1,63.0,2
3997,600.0,0.0,47,1,490.0,1
3998,300.0,0.0,24,0,153.0,2
3999,600.0,0.0,52,1,363.0,1
4000,15.0,0.0,18,0,15.0,3
4001,15.0,0.0,33,0,14.0,3
4002,15.0,0.0,29,0,14.0,3
4003,15.0,0.0,21,0,5.0,3
4004,180.0,2.0,17,1,47.0,2
4005,60.0,0.0,28,1,54.0,3
4006,0.0,1.0,28,0,1.0,3
4007,15.0,0.0,21,1,6.0,3
4008,15.0,0.0,21,0,5.0,3
4009,15.0,0.0,16,1,10.0,3
4010,600.0,0.0,19,1,345.0,1
4011,15.0,0.0,22,0,11.0,3
4012,15.0,0.0,25,0,14.0,3
4013,60.0,0.0,30,0,59.0,3
4014,600.0,1.0,17,1,315.0,1
4015,300.0,3.0,24,1,222.0,2
4016,300.0,3.0,22,1,237.0,2
4017,300.0,0.0,27,1,262.0,2
4018,600.0,10.0,22,1,87.0,1
4019,900.0,15.0,28,1,219.0,1
4020,15.0,0.0,20,0,5.0,3
4021,15.0,0.0,19,0,10.0,3
4022,15.0,0.0,27,0,8.0,3
4023,600.0,0.0,31,0,518.0,1
4024,15.0,0.0,24,0,13.0,3
4025,300.0,0.0,38,0,297.0,2
4026,15.0,0.0,17,1,7.0,3
4027,60.0,0.0,23,0,54.0,3
4028,15.0,0.0,19,0,14.0,3
4029,15.0,0.0,30,0,11.0,3
4030,15.0,0.0,20,0,11.0,3
4031,300.0,0.0,33,0,287.0,2
4032,60.0,0.0,41,0,59.0,3
4033,15.0,0.0,27,0,10.0,3
4034,15.0,0.0,26,0,8.0,3
4035,60.0,0.0,39,0,59.0,3
4036,15.0,0.0,17,0,14.0,3
4037,900.0,0.0,86,1,885.0,1
4038,15.0,0.0,17,1,8.0,3
4039,300.0,0.0,26,1,297.0,2
4040,300.0,0.0,22,0,275.0,2
4041,180.0,2.0,26,1,82.0,2
4042,300.0,3.0,22,1,9.0,2
4043,15.0,0.0,38,0,15.0,3
4044,15.0,0.0,23,0,14.0,3
4045,15.0,0.0,22,0,8.0,3
4046,15.0,0.0,24,1,14.0,3
4047,600.0,0.0,25,1,359.0,1
4048,1200.0,5.0,28,1,448.0,1
4049,300.0,8.0,67,1,243.0,1
4050,600.0,6.0,41,1,291.0,1
4051,15.0,0.0,22,0,14.0,3
4052,120.0,1.0,12,1,6.0,3
4053,300.0,4.0,67,1,91.0,2
4054,900.0,15.0,40,1,181.0,1
4055,300.0,0.0,56,0,284.0,2
4056,15.0,0.0,26,0,15.0,3
4057,15.0,0.0,21,0,8.0,3
4058,15.0,0.0,29,0,13.0,3
4059,15.0,0.0,32,0,13.0,3
4060,15.0,0.0,27,0,15.0,3
4061,15.0,0.0,35,0,15.0,3
4062,300.0,0.0,41,0,298.0,2
4063,480.0,0.0,25,1,270.0,1
4064,300.0,3.0,44,1,268.0,2
4065,180.0,0.0,30,1,143.0,2
4066,15.0,0.0,23,0,6.0,3
4067,15.0,0.0,30,0,15.0,3
4068,15.0,0.0,36,0,8.0,3
4069,300.0,8.0,29,1,203.0,1
4070,15.0,0.0,32,0,15.0,3
4071,180.0,0.0,19,0,45.0,2
4072,300.0,3.0,26,0,276.0,2
4073,300.0,0.0,23,1,92.0,2
4074,300.0,4.0,19,1,133.0,2
4075,15.0,0.0,18,1,6.0,3
4076,15.0,0.0,37,0,11.0,3
4077,600.0,5.0,35,1,239.0,1
4078,180.0,0.0,25,1,39.0,2
4079,120.0,1.0,43,1,113.0,3
4080,180.0,0.0,19,0,117.0,2
4081,15.0,0.0,22,0,6.0,3
4082,15.0,0.0,31,0,5.0,3
4083,180.0,2.0,22,1,107.0,2
4084,15.0,0.0,33,0,13.0,3
4085,600.0,0.0,72,1,577.0,1
